IEJ_id	1	2	3
ARHGAP19_42572	0.0	6.0	0.0
ARHGAP30_3322	3.0	2.0	0.0
ARHGAP30_3323	2.0	0.0	0.0
ARHGAP30_3325	2.0	0.0	0.0
ARHGAP30_41589	0.0	2.0	0.0
ARHGAP30_41591	0.0	3.0	0.0
ARHGAP30_41592	0.0	2.0	0.0
ARHGAP5_46123	0.0	5.0	0.0
ARHGDIA_49968	0.0	2.0	0.0
ARHGDIA_49969	0.0	2.0	0.0
ARHGDIA_49972	0.0	2.0	0.0
ARHGDIA_49973	0.0	3.0	0.0
ARHGEF18_51178	0.0	2.0	0.0
ARHGEF3_73738	0.0	0.0	194.0
ARHGEF6_39513	7.0	13.0	7.0
ARHGEF6_39515	2.0	0.0	0.0
ARHGEF7_67054	0.0	0.0	2.0
ARHGEF9_62182	0.0	2.0	0.0
ARID3B_13223	2.0	0.0	0.0
ARID5A_21677	2.0	0.0	0.0
ARL17A_69568	0.0	0.0	4.0
ARL17B_16867	2.0	0.0	0.0
ARMCX5_62314	0.0	2.0	0.0
ARNTL2_44361	0.0	2.0	0.0
ARNTL2_44362	0.0	6.0	0.0
ARNTL2_65957	0.0	0.0	4.0
ARNTL2_65958	0.0	0.0	2.0
ARNT_63703	0.0	0.0	2.0
ARPP19_67890	0.0	0.0	3.0
ASB1_23241	9.0	0.0	0.0
ASB7_47681	0.0	2.0	0.0
ASB7_68250	0.0	0.0	2.0
ASMTL_78671	0.0	0.0	2.0
ATAD1_64608	0.0	0.0	3.0
ATF7IP_44279	0.0	7.0	0.0
ATF7IP_65898	0.0	0.0	3.0
ATF7IP_65900	0.0	0.0	7.0
ATF7IP_65903	0.0	0.0	2.0
ATF7IP_65905	0.0	0.0	2.0
ATF7IP_65907	0.0	0.0	2.0
ATF7IP_8096	2.0	0.0	0.0
ATF7IP_8100	2.0	0.0	0.0
ATF7IP_8104	2.0	0.0	0.0
ATF7IP_8108	2.0	0.0	0.0
ATF7IP_8109	8.0	0.0	10.0
ATF7IP_8110	2.0	0.0	0.0
ATF7_66148	0.0	0.0	2.0
ATG12_57501	0.0	2.0	0.0
ATG13_6224	6.0	4.0	4.0
ATG13_65206	0.0	0.0	2.0
ATG14_46227	0.0	2.0	0.0
ATG14_67304	0.0	0.0	2.0
ATG14_67306	0.0	0.0	2.0
ATL3_43416	0.0	2.0	0.0
ATL3_65337	0.0	0.0	2.0
ATM_65620	0.0	0.0	2.0
ATP11C_62481	0.0	2.0	0.0
ATP11C_79106	0.0	0.0	31.0
ATP5F1A_50205	0.0	2.0	2.0
ATP6V0A1_49328	0.0	2.0	0.0
ATP6V0A2_45349	0.0	2.0	0.0
ATP6V1E2_21064	2.0	0.0	0.0
ATP8A1_28732	2.0	0.0	0.0
ATP8A1_28733	6.0	11.0	2.0
ATXN1_75969	0.0	0.0	3.0
B2M_12683	4.0	2.0	0.0
B3GALNT2_468	3.0	0.0	0.0
B3GALNT2_62783	0.0	0.0	4.0
B4GALT1_61062	0.0	2.0	0.0
B4GALT1_61066	0.0	2.0	0.0
B4GALT1_61071	0.0	2.0	0.0
B4GALT1_78088	0.0	0.0	2.0
B4GALT2_63156	0.0	0.0	2.0
B4GALT3_3359	3.0	0.0	3.0
BAG6_32229	2.0	0.0	0.0
BAK1_58492	0.0	2.0	0.0
BAZ2A_8814	17.0	0.0	0.0
BCAT1_44318	0.0	2.0	0.0
BCKDHA_18408	3.0	0.0	0.0
BIRC2_7389	2.0	2.0	4.0
BIRC3_65593	0.0	0.0	4.0
BIRC3_65594	0.0	0.0	2.0
BIRC5_49898	0.0	4.0	2.0
BIRC5_69891	0.0	0.0	2.0
BMPR1A_64588	0.0	0.0	2.0
BMPR2_72040	0.0	0.0	2.0
BNIP3L_35653	2.0	0.0	0.0
BRD4_70740	0.0	0.0	4.0
BSG_50999	0.0	4.0	0.0
BZW1_72024	0.0	0.0	2.0
C11orf24_6960	3.0	0.0	0.0
C11orf58_5977	2.0	3.0	3.0
C11orf58_5980	3.0	0.0	0.0
C15orf39_13274	2.0	4.0	2.0
C15orf39_47446	0.0	2.0	0.0
C16orf87_14608	2.0	0.0	8.0
C16orf87_48178	0.0	3.0	0.0
C16orf87_68620	0.0	0.0	2.0
C16orf87_68621	0.0	0.0	2.0
C5orf24_57638	0.0	2.0	0.0
C6orf120_33638	2.0	0.0	0.0
C6orf120_33640	2.0	0.0	0.0
C6orf120_59212	0.0	2.0	0.0
C6orf120_59213	0.0	2.0	2.0
C7orf50_33711	3.0	3.0	0.0
C8orf33_36782	2.0	0.0	0.0
C9orf78_38103	2.0	0.0	0.0
CAD_71120	0.0	0.0	2.0
CAD_71121	0.0	0.0	3.0
CALM3_50712	0.0	3.0	0.0
CALM3_70333	0.0	0.0	2.0
CAMK4_30559	3.0	0.0	0.0
CAMKK1_48743	0.0	2.0	0.0
CAMTA2_69074	0.0	0.0	3.0
CANX_58026	0.0	2.0	0.0
CAP1_40413	0.0	2.0	2.0
CAPN7_73442	0.0	0.0	2.0
CAPRIN1_43143	0.0	2.0	0.0
CAPRIN1_43147	0.0	3.0	4.0
CAPRIN1_65144	0.0	0.0	2.0
CAPZA1_2358	7.0	6.0	7.0
CASC3_49272	0.0	3.0	2.0
CASKIN2_49776	0.0	2.0	0.0
CBFA2T3_15393	2.0	4.0	2.0
CBFA2T3_15394	2.0	0.0	0.0
CBX5_44619	0.0	5.0	2.0
CBX5_66192	0.0	0.0	38.0
CBX5_66193	0.0	0.0	2.0
CBX5_8742	2.0	0.0	8.0
CBX5_8743	8.0	13.0	0.0
CBX5_8744	2.0	0.0	5.0
CBX5_8745	3.0	0.0	0.0
CBX5_8749	6.0	0.0	0.0
CBX6_25519	2.0	0.0	0.0
CBX6_73198	0.0	0.0	3.0
CCAR2_35595	4.0	2.0	4.0
CCAR2_60297	0.0	2.0	0.0
CCDC69_75722	0.0	0.0	3.0
CCL22_14799	4.0	0.0	0.0
CCL22_14800	2.0	0.0	0.0
CCL22_14802	4.0	5.0	0.0
CCL22_14803	9.0	8.0	5.0
CCL22_48341	0.0	2.0	0.0
CCL22_48343	0.0	3.0	0.0
CCND2_44123	0.0	6.0	0.0
CCND2_44124	0.0	2.0	0.0
CCND2_65844	0.0	0.0	2.0
CCNK_67614	0.0	0.0	2.0
CCR7_16569	12.0	4.0	2.0
CD101_41147	0.0	2.0	0.0
CD109_32905	9.0	9.0	0.0
CD22_50490	0.0	2.0	0.0
CD22_50505	0.0	2.0	0.0
CD28_22736	2.0	0.0	0.0
CD38_28545	2.0	4.0	0.0
CD38_56225	0.0	4.0	0.0
CD44_6139	2.0	0.0	0.0
CD44_65158	0.0	0.0	2.0
CD44_65160	0.0	0.0	3.0
CD74_31159	2.0	0.0	0.0
CDC25B_23461	5.0	4.0	0.0
CDC25B_53315	0.0	2.0	0.0
CDC27_16903	2.0	0.0	0.0
CDC40_33180	2.0	3.0	5.0
CDC42SE2_30708	2.0	0.0	0.0
CDC42SE2_30715	2.0	0.0	0.0
CDC7_63439	0.0	0.0	9.0
CDCA3_44176	0.0	2.0	0.0
CDK6_77114	0.0	0.0	2.0
CDK8_45497	0.0	2.0	0.0
CEBPG_70871	0.0	0.0	2.0
CEBPZOS_51806	0.0	2.0	0.0
CELF2_64250	0.0	0.0	2.0
CENPN_15217	3.0	0.0	0.0
CENPN_15218	2.0	0.0	0.0
CENPN_48578	0.0	7.0	0.0
CENPN_48580	0.0	2.0	0.0
CENPN_68895	0.0	0.0	2.0
CENPN_68896	0.0	0.0	2.0
CEP192_17964	2.0	0.0	0.0
CEP192_50099	0.0	2.0	0.0
CEP19_28253	3.0	0.0	0.0
CEP250_72520	0.0	0.0	2.0
CEP44_75049	0.0	0.0	3.0
CEP97_55357	0.0	2.0	0.0
CEP97_73831	0.0	0.0	2.0
CFAP418_36271	6.0	0.0	0.0
CFAP418_60629	0.0	5.0	0.0
CFAP418_77780	0.0	0.0	2.0
CFL1_6805	3.0	0.0	0.0
CFLAR_52875	0.0	2.0	0.0
CFLAR_72027	0.0	0.0	2.0
CGAS_32886	2.0	0.0	0.0
CGAS_58742	0.0	2.0	0.0
CHERP_70751	0.0	0.0	3.0
CHMP1A_15419	2.0	3.0	0.0
CHPF2_35277	2.0	0.0	0.0
CHPF2_35284	2.0	0.0	0.0
CHRNA6_60438	0.0	3.0	12.0
CHROMR_52728	0.0	3.0	0.0
CHTF8_15027	2.0	7.0	4.0
CHTF8_15034	16.0	26.0	22.0
CHTF8_48468	0.0	2.0	0.0
CHTF8_48469	0.0	2.0	0.0
CIITA_14033	2.0	0.0	3.0
CIITA_47836	0.0	2.0	0.0
CLEC16A_14051	2.0	0.0	0.0
CLEC16A_14055	7.0	3.0	5.0
CLEC16A_47858	0.0	3.0	10.0
CLEC16A_68426	0.0	0.0	2.0
CLINT1_31329	2.0	0.0	0.0
CLPX_13027	2.0	0.0	4.0
CLPX_13033	6.0	8.0	0.0
CLPX_47306	0.0	4.0	0.0
CLPX_67974	0.0	0.0	2.0
CLPX_67976	0.0	0.0	7.0
CLTC_17160	2.0	0.0	0.0
CNN2P9_33185	3.0	0.0	2.0
CNOT1_48362	0.0	3.0	0.0
CNOT1_68728	0.0	0.0	2.0
CNOT1_68737	0.0	0.0	3.0
CNOT4_35094	4.0	4.0	0.0
CNOT4_77316	0.0	0.0	5.0
CNOT4_77321	0.0	0.0	2.0
CNR2_40129	0.0	2.0	0.0
COL5A1_61752	0.0	2.0	0.0
COMMD2_27667	2.0	0.0	0.0
COPA_3258	2.0	0.0	0.0
COPA_63900	0.0	0.0	2.0
COPB2_74058	0.0	0.0	2.0
COPB2_74065	0.0	0.0	2.0
COPE_51518	0.0	4.0	0.0
CORO1A_48101	0.0	2.0	0.0
CORO7_68363	0.0	0.0	3.0
COX18_56428	0.0	2.0	0.0
CPNE5_58555	0.0	2.0	0.0
CPSF1_60889	0.0	2.0	0.0
CPSF6_9037	2.0	3.0	0.0
CPT1A_7014	2.0	0.0	0.0
CR2_39777	0.0	2.0	0.0
CR2_39779	0.0	4.0	0.0
CR2_62630	0.0	0.0	3.0
CR2_76	2.0	0.0	0.0
CRCP_34332	2.0	0.0	0.0
CRCP_59594	0.0	3.0	0.0
CRCP_76974	0.0	0.0	2.0
CRCP_76975	0.0	0.0	2.0
CREBRF_57934	0.0	2.0	0.0
CREBRF_75820	0.0	0.0	2.0
CRELD1_54734	0.0	2.0	0.0
CRKL_24994	20.0	0.0	3.0
CRKL_54142	0.0	2.0	0.0
CRYBG1_58886	0.0	2.0	0.0
CSF2RB_25413	2.0	9.0	0.0
CSF2RB_54408	0.0	2.0	0.0
CSF2RB_54409	0.0	2.0	0.0
CSNK1A1_31125	9.0	6.0	14.0
CSNK1A1_57767	0.0	5.0	0.0
CSNK2A1_72370	0.0	0.0	2.0
CSTF2T_4533	2.0	0.0	2.0
CS_44696	0.0	2.0	0.0
CTPS2_38529	2.0	0.0	0.0
CTSB_35471	3.0	0.0	0.0
CTSB_35472	2.0	0.0	2.0
CUL9_76274	0.0	0.0	2.0
CUL9_76278	0.0	0.0	5.0
CUTALP_78407	0.0	0.0	2.0
CXCR3_39076	5.0	2.0	5.0
CYBC1_49993	0.0	2.0	0.0
CYBC1_70006	0.0	0.0	2.0
CYCS_76838	0.0	0.0	4.0
CYCS_76839	0.0	0.0	4.0
CYFIP1_46878	0.0	3.0	0.0
DAG1_73659	0.0	0.0	2.0
DBNL_59471	0.0	3.0	2.0
DCAF17_52641	0.0	3.0	0.0
DCAF1_26735	7.0	3.0	0.0
DCAF1_26737	2.0	0.0	0.0
DCAF1_26743	2.0	5.0	0.0
DCAF1_55184	0.0	2.0	0.0
DCAF1_55186	0.0	2.0	0.0
DCAF5_46387	0.0	105.0	69.0
DCAF6_41646	0.0	2.0	0.0
DCAF6_41648	0.0	2.0	0.0
DCAF8_63888	0.0	0.0	2.0
DCBLD2_73814	0.0	0.0	8.0
DCLRE1A_42757	0.0	3.0	0.0
DCP2_75514	0.0	0.0	2.0
DCTN1_21442	2.0	0.0	0.0
DCTN1_21445	6.0	0.0	2.0
DCTN1_21446	2.0	0.0	0.0
DCTN1_52140	0.0	3.0	0.0
DCTN5_14282	3.0	4.0	0.0
DCTN5_14283	2.0	2.0	2.0
DDHD1_67291	0.0	0.0	2.0
DDR1_32118	2.0	0.0	0.0
DDR1_76049	0.0	0.0	2.0
DDX11_44389	0.0	5.0	3.0
DDX12P_44232	0.0	2.0	0.0
DDX12P_44233	0.0	2.0	0.0
DDX17_25498	4.0	3.0	3.0
DDX39A_19809	2.0	0.0	0.0
DDX52_69382	0.0	0.0	2.0
DENND3_36636	2.0	0.0	0.0
DENND6A_26873	3.0	5.0	0.0
DENND6A_26874	2.0	3.0	0.0
DENND6A_26875	16.0	9.0	0.0
DENND6A_26876	3.0	0.0	2.0
DENND6A_73747	0.0	0.0	2.0
DESI1_25642	4.0	0.0	7.0
DESI1_25643	2.0	0.0	0.0
DESI1_54529	0.0	3.0	0.0
DGCR2_54104	0.0	3.0	0.0
DGLUCY_11929	2.0	0.0	0.0
DHFRP2_58346	0.0	2.0	0.0
DHX15_28571	10.0	8.0	6.0
DHX16_58319	0.0	8.0	2.0
DHX57_20978	6.0	0.0	2.0
DIP2A_24866	2.0	0.0	0.0
DIPK2A_74100	0.0	0.0	4.0
DNAJA2_14613	5.0	4.0	2.0
DNAJA3_13936	18.0	0.0	0.0
DNAJA3_68367	0.0	0.0	7.0
DOCK2_75801	0.0	0.0	2.0
DOT1L_19235	5.0	14.0	6.0
DPF2_65397	0.0	0.0	2.0
DTL_196	4.0	0.0	0.0
DTL_39818	0.0	11.0	13.0
DTWD2_30618	2.0	4.0	2.0
DTWD2_57507	0.0	3.0	4.0
DTWD2_57508	0.0	2.0	0.0
DTWD2_75525	0.0	0.0	2.0
DUSP28_53202	0.0	2.0	0.0
DUSP28_72307	0.0	0.0	2.0
DUSP4_35752	2.0	355.0	0.0
DUSP4_77590	0.0	0.0	3.0
DUX4L50_37226	2.0	0.0	0.0
DUX4L50_78174	0.0	0.0	2.0
DYNC1LI2_48388	0.0	2.0	0.0
E2F3_75983	0.0	0.0	2.0
E2F7_66311	0.0	0.0	2.0
E4F1_68317	0.0	0.0	2.0
EDC3_68043	0.0	0.0	2.0
EDC4_14958	2.0	0.0	0.0
EDC4_48423	0.0	2.0	0.0
EDC4_48429	0.0	3.0	0.0
EDEM1_25930	5.0	7.0	0.0
EEF1A1_32894	3.0	0.0	0.0
EEF1A1_32899	16.0	0.0	0.0
EEF1G_6564	2.0	0.0	0.0
EEF2K_14249	21.0	16.0	9.0
EEF2K_47971	0.0	4.0	0.0
EEF2K_47972	0.0	85.0	90.0
EEF2K_47973	0.0	2.0	0.0
EEF2K_47974	0.0	2.0	0.0
EEF2K_68509	0.0	0.0	3.0
EEF2_19297	2.0	0.0	0.0
EEF2_51100	0.0	40.0	0.0
EFCAB11_46590	0.0	2.0	0.0
EFCAB14_40567	0.0	154.0	0.0
EHBP1_71334	0.0	0.0	4.0
EHD1_65361	0.0	0.0	4.0
EHD1_65362	0.0	0.0	2.0
EHD4_12563	3.0	0.0	0.0
EHMT1_61819	0.0	2.0	0.0
EIF1AD_6816	7.0	0.0	0.0
EIF2AK2_20939	42.0	0.0	0.0
EIF2AK2_51803	0.0	2.0	0.0
EIF2AK2_71193	0.0	0.0	2.0
EIF2S1_46366	0.0	4.0	0.0
EIF3L_25476	2.0	0.0	0.0
EIF4E2_72248	0.0	0.0	3.0
EIF4E2_72250	0.0	0.0	2.0
EIF4G1_55903	0.0	7.0	11.0
EIF4G1_74291	0.0	0.0	2.0
EIF4G1_74294	0.0	0.0	2.0
EIF4G2_43007	0.0	3.0	0.0
EIF4G2_5923	3.0	0.0	0.0
EIF5A_69117	0.0	0.0	2.0
ELAC2_15947	3.0	0.0	0.0
ELAC2_15950	3.0	0.0	0.0
ELAC2_69198	0.0	0.0	3.0
ELAC2_69200	0.0	0.0	2.0
ELL_51510	0.0	2.0	0.0
ELP1_37628	2.0	0.0	0.0
EMC1_62838	0.0	0.0	2.0
EMC1_62840	0.0	0.0	2.0
EME1_49530	0.0	2.0	0.0
ENSG00000183889_47932	0.0	2.0	0.0
ENSG00000212978_21216	2.0	0.0	0.0
ENSG00000212978_71310	0.0	0.0	2.0
ENSG00000228506_58860	0.0	2.0	0.0
ENSG00000236941_29575	15.0	40.0	61.0
ENSG00000236941_56863	0.0	3.0	0.0
ENSG00000249738_31346	3.0	0.0	0.0
ENSG00000249738_31348	4.0	0.0	0.0
ENSG00000258072_66459	0.0	0.0	2.0
ENSG00000258072_9412	5.0	0.0	6.0
ENSG00000259768_15159	2.0	0.0	7.0
ENSG00000259768_15160	2.0	0.0	11.0
ENSG00000259768_15161	3.0	0.0	2.0
ENSG00000259768_15162	4.0	0.0	2.0
ENSG00000259768_68872	0.0	0.0	6.0
ENSG00000259768_68873	0.0	0.0	2.0
ENSG00000259768_68876	0.0	0.0	2.0
ENSG00000260611_68615	0.0	0.0	2.0
ENSG00000267257_18283	4.0	10.0	3.0
ENSG00000268858_24373	3.0	0.0	0.0
ENSG00000268858_24374	13.0	9.0	7.0
ENSG00000268858_53807	0.0	3.0	0.0
ENSG00000268858_72756	0.0	0.0	3.0
ENSG00000269001_18891	2.0	0.0	0.0
ENSG00000272456_60818	0.0	6.0	4.0
ENSG00000272825_54047	0.0	3.0	0.0
ENSG00000273004_3720	3.0	4.0	0.0
ENSG00000273162_64753	0.0	0.0	2.0
ENSG00000273329_77306	0.0	0.0	2.0
ENSG00000275160_78171	0.0	0.0	2.0
ENSG00000276957_45848	0.0	2.0	0.0
ENSG00000277218_5582	2.0	0.0	0.0
ENSG00000279088_4747	2.0	2.0	0.0
ENSG00000279855_31044	2.0	0.0	0.0
ENSG00000279965_67032	0.0	0.0	6.0
ENSG00000279965_67033	0.0	0.0	4.0
ENSG00000280388_77039	0.0	0.0	2.0
ENSG00000287797_2106	2.0	0.0	0.0
ENSG00000289594_67020	0.0	0.0	3.0
ENTPD1_5032	2.0	2.0	0.0
EPB41L2_59005	0.0	2.0	0.0
ERAP1_30469	3.0	5.0	3.0
ERAP1_30474	84.0	113.0	144.0
ERAP1_57429	0.0	2.0	0.0
ERAP1_75445	0.0	0.0	2.0
ERAP1_75448	0.0	0.0	3.0
ERAP1_75449	0.0	0.0	2.0
ERAP1_75450	0.0	0.0	2.0
ESYT1_44679	0.0	4.0	0.0
ESYT1_66153	0.0	0.0	2.0
EVL_46712	0.0	3.0	0.0
EXOC2_31709	14.0	29.0	19.0
EXOC2_31714	2.0	0.0	0.0
EXOC7_69844	0.0	0.0	2.0
EXOSC10_63956	0.0	0.0	3.0
FAF2_31500	2.0	2.0	2.0
FAF2_75830	0.0	0.0	2.0
FAM111A_43339	0.0	2.0	0.0
FAM172BP_27038	2.0	5.0	3.0
FAM172BP_55347	0.0	5.0	0.0
FAM187B2P_20231	2.0	0.0	0.0
FAM199X_39247	2.0	6.0	4.0
FAM215A_16754	2.0	0.0	0.0
FAM215A_49390	0.0	2.0	0.0
FAM27B_61191	0.0	2.0	0.0
FAM30A_46774	0.0	2.0	0.0
FAM53B_5554	2.0	0.0	0.0
FAM53C_57666	0.0	4.0	6.0
FAM98B_46961	0.0	4.0	0.0
FANCA_15436	2.0	4.0	0.0
FANCA_48671	0.0	6.0	0.0
FARP2_53257	0.0	2.0	4.0
FARP2_72351	0.0	0.0	2.0
FASN_49978	0.0	2.0	0.0
FASN_69991	0.0	0.0	2.0
FASN_69992	0.0	0.0	2.0
FASN_69994	0.0	0.0	2.0
FBXL4_58856	0.0	2.0	0.0
FBXO11_21099	2.0	0.0	0.0
FBXO28_299	2.0	0.0	0.0
FBXW5_38308	5.0	5.0	5.0
FCF1_46520	0.0	2.0	0.0
FCF1_67492	0.0	0.0	3.0
FCF1_67493	0.0	0.0	2.0
FCRL5_41518	0.0	2.0	0.0
FEM1C_57498	0.0	2.0	0.0
FERMT3_6635	7.0	0.0	6.0
FGD5-AS1_26085	3.0	0.0	0.0
FGD5-AS1_54781	0.0	3.0	0.0
FGD5-AS1_54782	0.0	2.0	0.0
FGD5-AS1_54783	0.0	3.0	0.0
FGD5-AS1_73435	0.0	0.0	2.0
FGD5-AS1_73436	0.0	0.0	2.0
FGD5-AS1_73437	0.0	0.0	10.0
FGR_40212	0.0	2.0	0.0
FHOD1_14922	2.0	3.0	5.0
FIGNL1_59548	0.0	2.0	0.0
FKBP5_58526	0.0	2.0	0.0
FLNA_39622	20.0	0.0	0.0
FLNA_39623	29.0	0.0	39.0
FLNA_39629	2.0	0.0	0.0
FLNA_62520	0.0	3.0	0.0
FLNA_62522	0.0	2.0	0.0
FLNA_62530	0.0	72.0	470.0
FLNA_62532	0.0	74.0	0.0
FLNA_62539	0.0	2.0	0.0
FLNA_62540	0.0	3.0	0.0
FLNA_62545	0.0	2.0	0.0
FLNA_62547	0.0	2.0	0.0
FLNA_79136	0.0	0.0	2.0
FOXJ2_65878	0.0	0.0	2.0
FOXJ2_8015	2.0	0.0	0.0
FOXJ3_1314	2.0	0.0	0.0
FOXRED2_25400	2.0	0.0	0.0
FOXRED2_25401	19.0	28.0	11.0
FOXRED2_25404	2.0	0.0	0.0
FOXRED2_54400	0.0	9.0	4.0
FOXRED2_54401	0.0	3.0	2.0
FOXRED2_54403	0.0	2.0	0.0
FOXRED2_73165	0.0	0.0	4.0
FOXRED2_73167	0.0	0.0	13.0
FOXRED2_73168	0.0	0.0	2.0
FOXRED2_73169	0.0	0.0	3.0
FOXRED2_73170	0.0	0.0	6.0
FRK_33218	4.0	0.0	0.0
FSCN1_76752	0.0	0.0	2.0
FTL_18700	3.0	2.0	0.0
FYTTD1_74467	0.0	0.0	2.0
FYTTD1_74473	0.0	0.0	2.0
G3BP1_75731	0.0	0.0	3.0
GAK_56093	0.0	2.0	0.0
GAK_56094	0.0	2.0	0.0
GAK_56097	0.0	2.0	0.0
GAK_74500	0.0	0.0	3.0
GALNT2_39972	0.0	2.0	0.0
GALNT2_408	2.0	0.0	0.0
GAPDH_7898	4.0	0.0	0.0
GAS5_64007	0.0	0.0	2.0
GATC_9737	2.0	0.0	0.0
GCC1_34952	2.0	0.0	0.0
GCN1_66572	0.0	0.0	2.0
GEMIN2_46146	0.0	2.0	0.0
GFPT1_21346	22.0	0.0	0.0
GFPT1_21347	9.0	8.0	10.0
GFPT1_52055	0.0	2.0	0.0
GGA2_14269	2.0	0.0	0.0
GGA2_68517	0.0	0.0	20.0
GGA2_68519	0.0	0.0	2.0
GGA2_68520	0.0	0.0	26.0
GID8_24321	3.0	8.0	0.0
GIT2_9497	2.0	0.0	0.0
GLTP_45137	0.0	2.0	0.0
GLYR1_47807	0.0	2.0	0.0
GM2A_31229	3.0	0.0	0.0
GM2A_31230	2.0	0.0	0.0
GM2A_31232	2.0	0.0	0.0
GMEB1_40246	0.0	2.0	0.0
GMIP_50376	0.0	3.0	0.0
GNAS_53745	0.0	11.0	0.0
GNB1_1204	8.0	0.0	0.0
GNB1_40419	0.0	3.0	0.0
GNB4_27924	2.0	0.0	0.0
